Name,AUID,Coords,Const,Type,Period,Mag
"NSV 6947","--","15 08 42.51 -44 29 04.4","Lup","--","--","8.12 - ? V"
"NSV 6954","--","15 09 38.12 -51 54 11.8","Lup","--","--","10.5 - ? V"
"NSV 6955","--","15 08 39.12 +00 51 40.0","Vir","--","--","11.5 - ? B"
"NSV 6977","--","15 11 26.50 +16 03 38.5","Ser","--","--","12.4 - ? p"
"NSV 6982","--","15 12 20.95 -16 24 39.9","Lib","--","--","7.4 - ? V"
"NSV 699","--","02 01 24.51 +01 21 42.3","Cet","--","--","12.6: - ? p"
"NSV 70","--","00 10 56.06 +28 43 34.1","And","--","--","8.9 - ? V"
"NSV 7001","000-BBV-961","15 16 01.57 -04 53 52.6","Lib","--","--","7.25 - ? V"
"NSV 7004","--","15 15 57.45 +15 32 44.1","Ser","--","--","12.8 - ? p"
"NSV 7005","--","15 16 15.70 -01 43 57.1","Ser","--","--","9.0 - ? V"
"NSV 701","--","02 00 29.96 -62 45 44.9","Hyi","--","--","8.1 - ? p"
"NSV 7012","000-BCX-859","15 17 49.84 -30 08 55.2","Lup","--","--","4.34 - ? V"
"NSV 7033","--","15 21 34.28 -44 56 17.5","Lup","--","--","6.69 - ? V"
"NSV 7034","000-BBW-049","15 21 05.13 -20 27 14.1","Lib","--","--","10.8 - ? p"
"NSV 704","--","02 02 30.63 +43 31 03.4","And","--","--","10.5 - ? p"
"NSV 7046","--","15 20 46.80 +69 45 41.5","UMi","--","--","9.6 - ? p"
"NSV 7054","000-BBW-105","15 23 12.31 +30 17 16.1","CrB","CST","--","4.99 - ? V"
"NSV 7058","--","15 26 14.72 -68 18 33.0","TrA","--","--","5.88 - ? V"
"NSV 7069","--","15 27 26.97 -66 07 17.2","TrA","--","--","6.91 - ? V"
"NSV 707","000-BCX-621","02 02 57.96 +33 17 02.9","Tri","--","--","5.50 - ? V"
"NSV 7071","--","15 26 11.69 -38 09 25.6","Lup","--","--","9.29 - ? V"
"NSV 7076","--","15 26 07.10 +14 35 16.7","Ser","--","--","10.2 - ? p"
"NSV 7080","--","15 27 03.70 -19 59 25.0","Lib","--","--","13 - ? V"
"NSV 7093","--","15 28 32.98 +00 36 25.4","Ser","--","--","7.11 - ? V"
"NSV 7095","--","15 28 20.12 +23 41 02.6","Ser","--","--","9.3 - ? p"
"NSV 7099","--","15 28 36.28 +15 07 47.0","Ser","--","--","9.6 - ? p"
"NSV 7103","--","15 28 15.73 +49 30 25.4","Boo","--","--","10.1 - ? p"
"NSV 7105","--","15 30 47.29 -59 25 52.4","Nor","CST","--","10.07 - ? V"
"NSV 7108","--","15 31 15.01 -60 53 32.4","TrA","--","--","10.2 - ? p"
"NSV 7113","--","15 29 21.69 +44 08 04.1","Boo","--","--","14.6 - ? p"
"NSV 7116","--","15 35 39.93 -80 12 16.5","Aps","--","--","8.72 - ? V"
"NSV 713","000-BBD-418","02 04 18.23 +12 29 05.1","Ari","--","--","10.8 - ? p"
"NSV 714","--","02 04 43.09 +40 42 19.3","And","--","--","10.3 - ? p"
"NSV 7142","--","15 36 14.85 -60 03 13.4","Nor","--","--","10.6 - ? V"
"NSV 7143","--","15 37 05.16 -69 14 44.4","TrA","--","--","10.9 - ? V"
"NSV 7147","--","15 35 06.44 +01 52 45.1","Ser","--","--","9.9 - ? V"
"NSV 7149","--","15 36 11.36 -33 05 34.1","Lup","CST","--","6.26 - ? V"
"NSV 7155","000-BBW-243","15 32 11.71 +78 41 10.4","UMi","CST","--","11.83 - ? V"
"NSV 7163","--","15 35 57.04 +54 37 50.0","Dra","--","--","5.79 - ? V"
"NSV 7169","000-BBW-422","15 38 54.56 -19 18 06.8","Lib","--","--","5.37 - ? V"
"NSV 7173","000-BBW-385","15 37 00.38 +64 26 23.7","Dra","--","--","8.8 - ? V"
"NSV 7176","--","15 38 25.74 +29 51 31.6","CrB","--","--","11.3 (0.2) V"
"NSV 7177","--","15 39 29.69 -23 11 19.9","Lib","--","--","11.8 - ? p"
"NSV 7179","--","15 38 28.04 +29 55 48.3","CrB","--","--","11.0 (0.4) V"
"NSV 7185","--","15 39 26.05 +29 25 22.6","CrB","--","--","12.7 - ? V"
"NSV 7196","--","15 41 45.88 -42 31 57.4","Lup","--","--","10.8 - ? V"
"NSV 7201","--","15 41 59.98 -11 08 27.5","Lib","--","--","8.61 - ? V"
"NSV 7210","--","15 43 03.10 -10 56 00.6","Lib","CST","--","7.21 - ? V"
"NSV 7239","--","15 46 44.22 -34 40 56.8","Lup","--","--","5.61 - ? V"
"NSV 724","--","02 07 43.66 +54 35 25.1","Per","CST","--","9.27 - ? V"
"NSV 7254","--","15 48 01.47 -37 40 31.6","Lup","--","--","7.5 - ? V"
"NSV 7266","--","15 49 04.38 -22 33 54.6","Sco","--","--","11.8 - ? V"
"NSV 7268","000-BDB-443","15 48 47.85 +14 23 40.2","Ser","--","--","9.00 - ? V"
"NSV 7276","--","15 50 25.22 -44 25 06.6","Nor","--","--","10.7 - ? V"
"NSV 7284","000-BBW-591","15 49 11.67 +36 15 10.9","CrB","--","--","13.8 - ? V"
"NSV 7288","--","15 50 04.28 -03 10 38.5","Ser","--","--","9.6 - ? V"
"NSV 729","--","02 07 23.36 -66 34 11.3","Hyi","--","--","12.5 - 13.5 p"
"NSV 7290","000-BBW-601","15 49 48.67 +28 30 21.7","CrB","CST","--","10.49 - ? V"
"NSV 7296","--","15 50 35.02 +43 03 28.7","Her","--","--","13.2 - ? p"
"NSV 7332","--","15 55 50.57 -35 40 33.6","Lup","--","--","7.76 - ? V"
"NSV 735","000-BCY-805","02 10 47.86 +48 19 00.3","And","--","--","9.8 - ? p"
"NSV 7360","--","15 58 17.63 -45 18 30.2","Nor","--","--","8.97 - ? V"
"NSV 7364","--","16 00 46.85 -72 27 46.4","Aps","--","--","6.6 - ? V"
"NSV 7370","000-BBW-787","15 57 54.55 +25 45 29.9","CrB","CST","--","9.32 - ? V"
"NSV 7375","000-BBW-832","15 59 57.84 -40 39 11.2","Lup","--","--","6.49 - ? V"
"NSV 7376","--","15 58 19.67 +43 03 58.0","Her","--","--","10.5 - ? p"
"NSV 7378","000-BBW-808","15 58 58.27 +26 08 04.6","CrB","CST","--","9.35 - ? V"
"NSV 7389","--","15 59 33.27 +64 53 36.1","Dra","--","--","8.9 - ? p"
"NSV 739","--","02 11 19.02 +49 50 31.3","And","--","--","10.9 - ? p"
"NSV 740","--","02 11 25.02 +31 31 35.0","Tri","--","--","6.29 - ? V"
"NSV 7402","--","15 48 38.04 +86 00 52.5","UMi","CST","--","9.96 - ? V"
"NSV 7414","--","16 03 35.86 +24 20 17.2","Ser","--","--","11.9 - ? V"
"NSV 7415","000-BBW-932","16 03 49.84 +17 48 10.0","Her","--","--","6.75 - ? V"
"NSV 7426","--","16 04 56.98 +13 08 09.1","Ser","--","--","9.9 - ? p"
"NSV 743","--","02 34 32.66 +88 28 15.7","Cep","--","--","8.2 - ? V"
"NSV 7439","000-BBW-982","16 05 52.26 +09 56 09.4","Ser","--","--","9.0 - ? p"
"NSV 744","--","02 08 54.97 -80 06 15.9","Hyi","--","--","11.6 - ? p"
"NSV 7454","000-BBX-031","16 07 24.33 -20 52 07.6","Sco","--","--","4.32 - ? V"
"NSV 746","000-BBD-585","02 13 13.32 +44 13 54.0","And","--","--","4.83 - ? V"
"NSV 7461","--","16 07 07.91 +16 53 37.6","Her","--","--","8.8 - ? p"
"NSV 7465","--","16 07 57.60 -03 24 09.9","Ser","CST","--","14.4 - ? V"
"NSV 7474","--","16 08 30.53 +06 38 32.8","Ser","--","--","15: - ? p"
"NSV 7478","--","16 08 49.80 +14 07 22.3","Ser","--","--","10.4 - ? p"
"NSV 7504","--","16 09 09.49 +55 53 56.8","Dra","--","--","9.1 - ? p"
"NSV 7509","000-BBX-106","16 10 21.34 +25 03 25.9","Her","CST","--","12.35 - ? V"
"NSV 751","000-BBD-608","02 14 00.66 +58 23 11.1","Per","CST:","--","13.96 - ? V"
"NSV 7520","--","16 12 16.04 -28 25 02.3","Sco","--","--","5.67 - ? V"
"NSV 754","--","02 13 14.32 +01 07 20.7","Cet","--","--","9.8 - ? V"
"NSV 7543","--","16 13 18.45 +13 31 36.9","Her","--","--","6.68 - ? V"
"NSV 7546","--","16 13 42.53 -05 16 50.6","Oph","CST","--","12.49 - ? V"
"NSV 7559","--","16 14 30.89 +05 31 21.0","Her","--","--","8.5 - ? V"
"NSV 7565","--","16 13 43.62 +46 38 23.1","Her","--","--","8.1 - ? V"
"NSV 7566","--","16 14 37.25 +15 04 39.3","Her","--","--","13.3 - ? p"
"NSV 7573","--","16 15 01.28 +11 29 24.1","Her","--","--","7.7 - ? p"
"NSV 7576","--","16 14 47.95 +33 51 42.5","CrB","--","--","10 - ? V"
"NSV 7579","--","16 16 14.03 -32 14 31.6","Sco","--","--","12 - ? V"
"NSV 758","--","02 14 42.63 +30 23 43.9","Tri","--","--","7.08 - ? V"
"NSV 7588","--","16 16 27.68 +13 28 20.5","Her","--","--","10.8 - ? p"
"NSV 7592","--","16 16 32.83 +14 40 38.8","Her","--","--","17.3 - ? p"
"NSV 7595","--","16 16 21.74 +36 05 06.0","CrB","--","--","9.9 - ? p"
"NSV 7598","--","16 13 59.41 +74 32 23.5","UMi","--","--","13.4 - ? p"
"NSV 76","--","00 12 00.19 +75 40 39.6","Cep","--","--","11.8: - ? p"
"NSV 7600","000-BKV-453","16 17 48.49 -22 49 21.3","Sco","CST","--","14.81 - ? V"
"NSV 7603","--","16 17 32.06 +14 12 58.0","Her","--","--","13.2 - ? p"
"NSV 7611","--","16 16 56.36 +57 20 23.6","Dra","CST","--","8.73 - ? V"
"NSV 7618","--","16 17 44.57 +45 44 36.9","Her","--","--","9.9 - ? p"
"NSV 7621","--","16 19 55.92 -43 01 31.6","Nor","--","--","9.7 - ? p"
"NSV 7622","--","16 18 47.07 +14 01 01.6","Her","--","--","13.3 - ? p"
"NSV 7628","--","16 18 47.11 +31 53 51.1","CrB","--","--","9.2 - ? V"
"NSV 7635","--","16 21 27.03 -48 11 19.1","Nor","--","--","6.52 - ? V"
"NSV 764","--","02 16 01.88 +42 41 48.7","And","--","--","7.7 - ? p"
"NSV 7647","--","16 20 25.74 +32 01 11.4","CrB","CST","--","14.01 - ? V"
"NSV 7654","--","16 22 14.39 -43 12 00.9","Nor","--","--","7.62 - ? V"
"NSV 7666","--","16 24 19.94 -64 03 42.2","TrA","--","--","9.6 - ? p"
"NSV 7688","--","16 22 40.92 +50 42 21.9","Her","--","--","11.2 - ? p"
"NSV 7689","--","16 25 02.56 -48 24 32.1","Nor","--","--","10.4 - ? p"
"NSV 769","--","02 16 51.08 +31 28 31.4","Tri","--","--","10.7 - ? p"
"NSV 7690","--","16 23 35.57 +29 34 00.6","CrB","--","--","10.4 - ? p"
"NSV 7699","--","16 26 21.66 -57 00 58.5","Nor","--","--","--"
"NSV 770","--","02 17 35.12 +57 05 08.4","Per","CST","--","9.91 - ? V"
"NSV 7712","--","16 23 59.92 +61 30 47.1","Dra","--","--","8.1 - ? V"
"NSV 7716","--","16 25 54.04 +13 49 26.4","Her","--","--","9.6 - ? p"
"NSV 7717","--","16 26 10.19 +22 25 31.4","Her","CST","--","15.94 - ? V"
"NSV 773","000-BBD-738","02 21 06.83 +80 43 35.9","Cep","--","--","8.0 - ? V"
"NSV 7732","--","16 26 22.07 +35 21 37.8","Her","CST","--","15.9 - ? V"
"NSV 7738","000-BBX-527","16 27 48.17 -08 22 18.6","Oph","--","--","10.4 - ? V"
"NSV 7743","--","16 27 33.72 +27 54 33.4","Her","CST","--","15.74 - ? V"
"NSV 7747","--","16 27 12.38 +49 57 02.7","Her","--","--","9.2 - ? p"
"NSV 775","--","02 17 49.24 +15 26 54.6","Ari","--","--","14.0 - ? p"
"NSV 7756","--","16 23 09.37 +80 21 04.9","UMi","--","--","7.8 - ? V"
"NSV 7764","--","16 29 32.36 +11 56 16.9","Her","--","--","10.2 - ? p"
"NSV 7773","000-BKV-886","16 32 00.24 -55 39 12.3","Nor","CST","--","14.4 - ? V"
"NSV 7774","--","16 32 02.13 -58 05 20.2","Nor","--","--","--"
"NSV 78","--","00 11 50.13 +28 25 24.1","And","--","--","7.5 - ? V"
"NSV 7811","--","16 32 33.25 +13 54 06.1","Her","--","--","10.1 - ? p"
"NSV 7822","--","16 34 42.29 -46 41 12.9","Ara","--","--","9.2 - ? p"
"NSV 7832","--","16 35 55.59 -53 16 26.6","Ara","CST","--","12.15 - ? V"
"NSV 7836","000-BBX-640","16 31 47.76 +72 01 27.0","Dra","CST","--","9.83 - ? V"
"NSV 786","000-BCX-628","02 22 22.63 +78 54 37.8","Cep","CST:","--","10.03 - ? V"
"NSV 7860","--","16 36 45.58 +10 43 13.3","Her","--","--","8.2 - ? p"
"NSV 7870","--","16 40 04.06 -63 31 54.6","TrA","CST","--","15.89 - ? V"
"NSV 79","--","00 12 06.52 +71 00 47.4","Cep","CST","--","11.14 - ? V"
"NSV 7902","--","16 41 29.63 -40 33 14.9","Sco","CST","--","12.43 - ? V"
"NSV 7904","000-BJR-342","16 42 48.42 -62 33 14.2","TrA","--","--","7.6 - ? p"
"NSV 791","000-BBD-741","02 21 26.36 +58 32 26.1","Per","--","--","10.2 - ? p"
"NSV 7911","--","16 41 03.05 +10 44 53.9","Her","--","--","10.3 - ? p"
"NSV 7914","--","16 41 04.58 +36 12 04.3","Her","--","--","7.4 - ? p"
"NSV 7916","--","16 41 33.85 +26 04 48.5","Her","--","--","8.7 - ? p"
"NSV 7918","--","16 42 14.99 +00 39 59.9","Oph","--","--","13.1 - ? p"
"NSV 7924","--","16 42 52.23 +00 04 30.9","Oph","--","--","8.5 - ? V"
"NSV 793","000-BBD-745","02 21 38.17 +58 47 03.0","Per","--","--","9.1 - ? p"
"NSV 7930","--","16 42 57.75 +10 56 30.2","Her","--","--","9.9 - ? p"
"NSV 7937","--","16 43 04.22 +36 30 34.7","Her","--","--","8.3 - ? p"
"NSV 7952","000-BBX-928","16 45 49.89 +08 34 57.4","Her","--","--","5.14 - ? V"
"NSV 7956","--","16 29 23.30 +86 26 00.9","UMi","CST","--","9.97 - ? V"
"NSV 7966","--","16 48 53.76 -52 56 27.0","Ara","--","--","6.4 - ? p"
"NSV 797","--","02 21 07.57 +15 30 26.0","Ari","--","--","18.3 - ? p"
"NSV 7984","--","16 48 55.11 +31 15 45.6","Her","--","--","10.1 - ? p"
"NSV 7986","--","16 48 54.37 +44 30 30.6","Her","--","--","10.4 - ? p"
"NSV 8005","--","16 51 31.41 +23 37 32.5","Her","--","--","8.5 - ? p"
"NSV 803","--","02 21 24.44 +15 41 50.9","Ari","--","--","18.1 - ? p"
"NSV 8034","000-BBY-127","16 54 00.47 +10 09 55.3","Oph","--","--","4.37 - ? V"
"NSV 8059","--","16 58 29.75 -67 02 41.9","TrA","--","--","9.1 - ? p"
"NSV 8060","--","16 56 54.67 -40 30 44.4","Sco","CST","--","7.10 - ? V"
"NSV 8062","--","16 56 45.05 -33 09 11.0","Sco","--","--","8.8 - ? p"
"NSV 8066","--","16 56 11.64 +31 17 16.5","Her","--","--","12.8 - ? p"
"NSV 8075","--","16 57 11.09 +36 28 39.8","Her","--","--","10.4 - ? p"
"NSV 8085","--","17 00 49.45 -58 17 09.3","Ara","--","--","9.1 - ? p"
"NSV 8090","--","16 59 29.54 +09 42 12.4","Oph","--","--","7.6 - ? V"
"NSV 8096","--","17 01 03.66 -45 01 34.9","Sco","--","--","8.4 - ? V"
"NSV 81","000-BJJ-603","00 12 05.39 +55 01 20.6","Cas","--","--","8.46 - ? V"
"NSV 8103","000-BBY-265","16 58 57.72 +52 18 35.5","Dra","--","--","8.6 - ? V"
"NSV 8104","--","17 01 13.01 -38 12 11.9","Sco","--","--","7.47 - ? V"
"NSV 8107","--","17 01 13.87 -24 52 54.1","Oph","--","--","11.5 - ? V"
"NSV 8111","000-BBY-340","17 01 03.60 -04 13 21.5","Oph","--","--","4.82 - ? V"
"NSV 8122","--","17 02 48.03 -44 51 14.6","Sco","--","--","6.8 - ? V"
"NSV 813","--","02 23 03.30 +33 01 35.1","Tri","CST","--","9.32 - ? V"
"NSV 8143","000-BBZ-079","17 03 10.45 +14 30 40.8","Her","--","--","6.54 - ? V"
"NSV 815","--","02 23 45.16 +49 20 19.4","And","--","--","9.31 - ? V"
"NSV 8158","--","17 03 52.58 +19 41 24.8","Her","CST","--","9.8 - ? V"
"NSV 8241","--","17 07 22.50 +62 28 37.0","Dra","--","--","9.1 - ? V"
"NSV 8242","--","17 11 21.70 -60 05 10.0","Ara","--","--","11.0 - ? p"
"NSV 8247","--","17 08 09.30 +54 14 50.0","Dra","--","--","9.2 - ? p"
"NSV 825","--","02 26 29.91 +00 36 12.4","Cet","--","--","9.21 - ? V"
"NSV 8261","--","17 11 02.39 -16 56 36.5","Oph","CST","--","11.55 - ? V"
"NSV 8282","000-BDB-622","17 11 01.70 +41 44 46.0","Her","--","--","9.6 - ? p"
"NSV 8317","--","17 12 28.85 +16 30 30.4","Her","CST","--","8.77 - ? V"
"NSV 8324","--","17 12 05.50 +37 46 52.0","Her","--","--","10.3 - ? p"
"NSV 8327","--","17 11 40.20 +49 44 47.0","Her","--","--","6.0 - ? V"
"NSV 8330","--","17 12 42.10 +16 13 45.0","Her","--","--","9.9 - ? p"
"NSV 8333","--","17 13 38.67 -29 13 04.8","Oph","CST","--","15.0 - ? V"
"NSV 834","000-BBD-964","02 28 24.97 -00 14 11.2","Cet","--","--","8.23 - ? V"
"NSV 835","--","02 28 23.15 -07 21 53.9","Cet","--","--","9.40 - ? V"
"NSV 839","000-BBD-999","02 29 23.59 -12 54 38.8","Cet","CST","--","7.14 - ? V"
"NSV 841","--","02 30 25.05 +30 47 36.3","Tri","--","--","13.2 - ? p"
"NSV 8424","--","17 16 38.90 -40 51 59.0","Sco","--","--","8.76 - ? V"
"NSV 844","--","02 30 33.23 -01 06 30.9","Cet","Galaxy","--","13.5 - ? p"
"NSV 8487","--","17 19 15.60 -37 21 32.0","Sco","--","--","8.0 - ? V"
"NSV 8509","--","17 22 06.00 -70 07 23.0","Aps","--","--","5.41 - ? V"
"NSV 8520","000-BDB-641","17 18 38.30 +41 32 55.0","Her","--","--","9.8 - ? p"
"NSV 853","--","02 33 34.86 +31 24 47.2","Tri","--","--","12.6 - ? p"
"NSV 8542","--","17 20 14.40 +18 23 02.0","Her","--","--","9.9 - ? p"
"NSV 8560","--","17 22 24.00 -30 09 51.0","Sco","--","--","11.8 - ? V"
"NSV 8575","--","17 23 09.70 -25 05 51.0","Oph","--","--","7.4 - ? V"
"NSV 8586","--","17 24 56.30 -49 36 53.0","Ara","--","--","8.7 - ? p"
"NSV 859","000-BBF-136","02 35 33.93 +44 38 24.0","And","--","--","7.56 - ? V"
"NSV 86","--","00 13 00.35 +43 24 52.4","And","--","--","9.4 - ? V"
"NSV 861","--","02 35 34.66 +43 48 59.2","And","--","--","10.4 - ? p"
"NSV 862","--","02 34 38.99 -23 08 35.5","Cet","--","--","8.5 - ? V"
"NSV 8634","--","17 26 08.10 -23 53 28.0","Oph","--","--","9.5 - ? p"
"NSV 8637","000-BBZ-003","17 26 52.20 -45 50 33.0","Ara","--","--","5.29 - ? V"
"NSV 8643","--","17 26 24.90 -22 20 33.0","Oph","--","--","10.5 - ? V"
"NSV 865","--","02 36 28.40 +63 07 32.8","Cas","--","--","8.5 - ? p"
"NSV 867","--","02 36 19.39 +46 17 02.8","And","--","--","12.9 - ? p"
"NSV 868","000-BBF-169","02 37 34.23 +69 03 24.6","Cas","--","--","8.4 - ? p"
"NSV 869","--","02 36 09.62 +30 37 08.3","Ari","--","--","13.0 - ? p"
"NSV 87","000-BFT-090","00 12 56.68 +63 46 30.6","Cas","CST","--","11.50 - ? V"
"NSV 8721","--","17 25 43.80 +57 48 12.0","Dra","--","--","9.6 - ? p"
"NSV 874","--","02 37 30.59 +47 06 11.2","And","--","--","14.0: - ? p"
"NSV 875","000-BBF-183","02 38 51.09 +69 18 14.9","Cas","--","--","8.0 - ? V"
"NSV 876","--","02 37 51.48 +46 31 51.7","And","--","--","12.9 - ? p"
"NSV 879","--","02 37 45.82 -41 54 09.7","Eri","--","--","9.4 - ? p"
"NSV 881","--","02 39 19.86 +40 52 48.8","Per","CST","--","12.95 - ? V"
"NSV 883","000-BBF-194","02 39 43.48 +42 20 00.5","Per","--","--","9.8 - ? p"
"NSV 886","000-BBF-211","02 40 25.98 +42 15 46.2","Per","--","--","9.6 - ? V"
"NSV 888","--","02 40 05.79 +19 31 32.4","Ari","--","--","11 - ? V"
"NSV 889","--","02 41 15.40 +31 38 00.4","Tri","--","--","13.2 - ? p"
"NSV 890","--","02 41 28.49 +31 20 34.1","Tri","--","--","13.1 - ? p"
"NSV 8918","--","17 29 47.29 -05 55 09.0","Oph","CST","--","8.86 - ? V"
"NSV 892","--","02 41 48.05 +35 50 26.6","Per","--","--","12.5 (0.4) p"
"NSV 898","--","02 42 39.76 +39 32 05.0","Per","--","--","15.2 - ? V"
"NSV 900","--","02 43 03.42 +31 27 29.6","Tri","--","--","12.2 - ? p"
"NSV 902","--","02 44 11.99 +49 13 42.4","Per","CST","--","4.11 - ? V"
"NSV 9075","--","17 31 57.49 -29 41 51.4","Oph","CST","--","14.50 - ? V"
"NSV 911","--","02 43 26.61 -66 42 51.3","Hor","--","--","6.25 - ? V"
"NSV 912","--","02 45 51.88 +44 44 48.0","Per","--","--","13.9 - ? p"
"NSV 913","--","02 47 09.67 +60 34 14.8","Cas","--","--","6.49 - ? V"
"NSV 9149","--","17 32 25.00 +36 16 49.0","Her","--","--","10.3 - ? p"
"NSV 9165","000-BDB-671","17 32 05.90 +57 27 45.0","Dra","--","--","8.9 - ? V"
"NSV 9172","--","17 34 44.10 -32 33 39.0","Sco","--","--","11.85 - ? V"
"NSV 921","--","02 47 49.18 +47 01 20.3","Per","--","--","12.8 - ? p"
"NSV 9213","--","17 35 06.30 +36 29 50.0","Her","--","--","10.4 - ? p"
"NSV 923","000-BBF-455","02 47 48.38 +36 57 43.3","Per","--","--","10 - ? V"
"NSV 9235","--","17 36 51.04 -23 57 13.8","Oph","CST","--","16.3 - ? r"
"NSV 924","000-BKC-796","02 48 20.01 +58 41 43.0","Cas","CST","--","12.84 - ? V"
"NSV 9243","--","17 36 21.40 +13 55 13.0","Oph","--","--","9.7 - ? p"
"NSV 925","--","02 47 59.06 +46 32 09.9","Per","--","--","13.6 - ? p"
"NSV 9252","--","17 35 36.60 +48 49 33.0","Her","--","--","9.9 - ? p"
"NSV 927","--","02 48 26.04 +45 51 15.3","Per","--","--","14.1 - ? p"
"NSV 93","000-BFT-091","00 13 51.48 +63 45 27.8","Cas","CST","--","11.34 - ? V"
"NSV 931","000-BBF-466","02 48 17.62 +17 26 32.7","Ari","--","--","10.9 - ? p"
"NSV 9335","--","17 38 37.25 -23 54 02.1","Oph","CST:","--","16.9 - ? V"
"NSV 934","000-BBF-513","02 49 18.09 +56 33 40.5","Per","--","--","8.8 - ? p"
"NSV 935","000-BCY-897","02 49 07.10 +51 09 33.0","Per","--","--","10.5 - ? p"
"NSV 937","000-BBF-476","02 48 32.09 +18 17 01.6","Ari","--","--","5.82 - ? V"
"NSV 94","--","00 13 45.16 +43 35 39.9","And","--","--","11.0 (0.1:) p"
"NSV 940","--","02 49 10.07 +44 38 43.4","Per","--","--","13.6 - ? p"
"NSV 9401","--","17 37 59.40 +41 42 36.0","Her","--","--","10.5 - ? p"
"NSV 9403","--","17 39 30.39 -24 08 57.1","Oph","CST","--","16.34 - ? r"
"NSV 943","--","02 49 26.69 +33 56 10.5","Tri","--","--","7.7 - ? V"
"NSV 9449","--","17 39 14.40 +33 37 03.0","Her","--","--","9.7 - ? p"
"NSV 946","000-BCY-898","02 50 42.41 +62 48 34.4","Cas","--","--","9.0 - ? p"
"NSV 9462","--","17 40 51.60 -32 23 41.3","Sco","CST","--","11.12 - ? V"
"NSV 947","--","02 50 05.93 +43 48 27.6","Per","--","--","13.7: - ? p"
"NSV 9476","--","17 41 04.33 -32 19 28.0","Sco","CST","--","11.36 - ? V"
"NSV 9479","--","17 41 04.29 -32 27 14.9","Sco","CST","--","12.44 - ? V"
"NSV 948","000-BBF-558","02 50 29.40 +56 55 38.6","Per","CST","--","11.34 - ? V"
"NSV 949","--","02 50 11.93 +43 56 55.2","Per","--","--","13.7 - ? p"
"NSV 9498","000-BBZ-228","17 39 51.60 +33 19 43.0","Her","--","--","9.2 - ? p"
"NSV 9511","000-BBZ-230","17 40 02.90 +33 21 31.0","Her","--","--","9.8 - ? p"
"NSV 952","--","02 50 33.16 +52 16 58.9","Per","--","--","7.62 - ? B"
"NSV 9530","--","17 41 18.10 +11 14 32.0","Oph","--","--","8.9 - ? p"
"NSV 9547","000-BBZ-243","17 41 49.80 +23 45 12.0","Her","--","--","6.4 - ? p"
"NSV 9587","--","17 42 34.90 +38 03 51.0","Her","--","--","10.1 - ? p"
"NSV 959","000-BBF-576","02 51 47.80 +57 02 54.5","Per","--","--","8.45 - ? V"
"NSV 962","--","02 51 44.17 +44 40 57.9","Per","--","--","13.7 - ? p"
"NSV 9622","--","17 44 38.00 -00 12 13.0","Oph","--","--","13.6 - ? p"
"NSV 964","--","02 50 09.73 -53 08 20.3","Hor","CST","--","10.71 - ? V"
"NSV 965","--","02 52 03.09 +45 15 15.0","Per","--","--","14.1 - ? p"
"NSV 9653","--","17 45 41.20 +17 42 57.0","Her","--","--","8.3 - ? V"
"NSV 9656","000-BBZ-324","17 46 21.07 -13 18 27.8","Ser","--","--","7.4 - ? V"
"NSV 9672","--","17 42 38.00 +75 32 20.0","Dra","--","--","8.2 - ? p"
"NSV 9675","--","17 45 58.20 +45 24 38.0","Her","--","--","12.0 - ? p"
"NSV 9688","000-BBZ-365","17 48 17.10 -35 32 17.0","Sco","--","--","8.7 - ? p"
"NSV 9690","--","17 46 08.40 +52 28 47.0","Dra","--","--","8.3 - ? p"
"NSV 971","--","02 52 52.03 +52 59 50.5","Per","--","--","6.35 - ? V"
"NSV 9712","--","17 48 41.49 -01 51 37.4","Oph","CST","--","10.56 - ? V"
"NSV 972","--","02 51 33.85 +34 35 34.8","Per","--","--","9.3 - ? V"
"NSV 9726","--","17 50 07.18 -35 26 26.4","Sco","CST","--","13.76 - ? V"
"NSV 973","--","02 53 00.09 +45 55 35.1","Per","--","--","13.3 - ? p"
"NSV 974","--","02 53 01.35 +37 30 21.2","Per","--","--","10.1 - ? p"
"NSV 9759","--","17 50 23.00 +14 54 57.0","Her","--","--","9.6 - ? p"
"NSV 976","--","02 53 37.67 +46 48 45.3","Per","--","--","13.8 - ? p"
"NSV 9778","--","17 53 24.00 -56 56 26.0","Ara","--","--","10.7 - ? p"
"NSV 9787","--","17 51 00.07 +45 00 41.2","Her","CST","--","17.1 - ? V"
"NSV 9806","--","17 52 58.90 -07 54 58.0","Oph","--","--","10.5 - ? V"
"NSV 9809","--","17 51 52.00 +45 25 45.0","Her","--","--","12.2 - ? p"
"NSV 981","--","02 54 14.15 +37 22 38.7","Per","--","--","10.6 - ? p"
"NSV 9814","--","17 53 59.50 -34 30 36.0","Sco","--","--","8.56 - ? V"
"NSV 982","--","02 52 19.03 -62 54 34.5","Hor","--","--","6.02 - ? V"
"NSV 9821","--","17 53 18.60 +19 40 06.0","Her","--","--","9.8 - ? p"
"NSV 9824","--","17 54 23.10 -24 50 36.0","Sgr","--","--","11.0 - ? p"
"NSV 9832","--","17 53 31.00 +31 25 31.0","Her","--","--","9.2 - ? p"
"NSV 9843","--","17 55 12.10 -24 08 22.0","Sgr","--","--","11 - ? V"
"NSV 9876","--","17 56 11.80 +08 32 08.0","Oph","--","--","9.3 - ? V"
